【整租】顾村 美兰湖颐景园 3室1厅,美兰湖颐景园,3000,http://sh.58.com/pinpaigongyu/26453144040893x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2400,http://sh.58.com/pinpaigongyu/27214308460868x.shtml
【整租】罗店 宝欣苑二村 1室1厅,宝欣苑二村,2200,http://sh.58.com/pinpaigongyu/27115590335183x.shtml
【整租】金桥 禹州三期一号 1室1厅,禹州三期一号,2500,http://sh.58.com/pinpaigongyu/27270019341775x.shtml
【整租】联洋 天安花园 2室0厅,天安花园,13350,http://sh.58.com/pinpaigongyu/27071085779018x.shtml
【整租】四川北路 贝客青年公寓 1室1厅,【整租】四川北路,4000,http://sh.58.com/pinpaigongyu/27235777209545x.shtml
【整租】静安寺 魔方公寓新村路店 1室1厅,【整租】静安寺,3700,http://sh.58.com/pinpaigongyu/27007164849872x.shtml
【整租】金桥 V领地青年社区 1室1厅,【整租】金桥,2300,http://sh.58.com/pinpaigongyu/27205040863160x.shtml
【整租】万体馆 【魔方公寓】上海 1室0厅,【整租】万体馆,6180,http://sh.58.com/pinpaigongyu/27169351986881x.shtml
【整租】金桥 碧云公馆 1室1厅,碧云公馆,2300,http://sh.58.com/pinpaigongyu/27215345023036x.shtml
【整租】七宝 魔方公寓 1室1厅,【整租】七宝,3400,http://sh.58.com/pinpaigongyu/27269543146182x.shtml
【整租】惠南 听潮民乐苑零一坊 2室1厅,听潮民乐苑零一坊,2300,http://sh.58.com/pinpaigongyu/26467547087303x.shtml
【整租】惠南 惠益绿苑北苑 3室1厅,惠益绿苑北苑,3100,http://sh.58.com/pinpaigongyu/26719609272391x.shtml
【整租】七宝 魔方公寓 1室1厅,【整租】七宝,3500,http://sh.58.com/pinpaigongyu/27270356758580x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2300,http://sh.58.com/pinpaigongyu/27206086341965x.shtml
【整租】金桥 V领地创客社区 1室1厅,V领地创客社区,3150,http://sh.58.com/pinpaigongyu/27205087628618x.shtml
【整租】江桥新城 嘉海雅苑一区 3室1厅,嘉海雅苑一区,4600,http://sh.58.com/pinpaigongyu/26926910705996x.shtml
【整租】闸北公园 贝客青年公寓 1室1厅,【整租】闸北公园,4000,http://sh.58.com/pinpaigongyu/27258159068587x.shtml
【整租】惠南 惠康苑西苑 2室1厅,惠康苑西苑,2600,http://sh.58.com/pinpaigongyu/27247409469515x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2400,http://sh.58.com/pinpaigongyu/27242254960080x.shtml
【整租】金桥 金领之都 1室1厅,金领之都,2350,http://sh.58.com/pinpaigongyu/27247606385455x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2200,http://sh.58.com/pinpaigongyu/27070928604363x.shtml
【整租】上海大学 丰宝苑 2室1厅,丰宝苑,3700,http://sh.58.com/pinpaigongyu/27250656741418x.shtml
【整租】吴泾 其灵公寓 1室0厅,【整租】吴泾,2268,http://sh.58.com/pinpaigongyu/27109098178351x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2300,http://sh.58.com/pinpaigongyu/27081948788143x.shtml
【整租】七宝 七宝闵行体育公园 1室1厅,七宝闵行体育公园,3500,http://sh.58.com/pinpaigongyu/27250661890222x.shtml
【整租】四川北路 贝客公寓 1室1厅,【整租】四川北路,4000,http://sh.58.com/pinpaigongyu/27213897767595x.shtml
【整租】上海大学 	聚丰景都 2室1厅,聚丰景都,3800,http://sh.58.com/pinpaigongyu/26929627771083x.shtml
【整租】闸北公园 柳营路1025弄 1室1厅,柳营路1025弄,4669,http://sh.58.com/pinpaigongyu/27121344372785x.shtml
【整租】上海大学 	聚丰景都 3室1厅,聚丰景都,4000,http://sh.58.com/pinpaigongyu/26883007553360x.shtml
【整租】淮海西路 城家公寓 1室0厅,【整租】淮海西路,3130,http://sh.58.com/pinpaigongyu/27238335190444x.shtml
【整租】南翔 金沙湾绿地和苑 2室1厅,金沙湾绿地和苑,3300,http://sh.58.com/pinpaigongyu/26951412147894x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2200,http://sh.58.com/pinpaigongyu/27193950233035x.shtml
【整租】嘉定城区 	远香舫嘉苑 3室1厅,远香舫嘉苑,3900,http://sh.58.com/pinpaigongyu/27017559846966x.shtml
【整租】外高桥 森兰名轩 1室0厅,森兰名轩,2300,http://sh.58.com/pinpaigongyu/27247763816013x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2300,http://sh.58.com/pinpaigongyu/27251124838831x.shtml
【整租】四川北路 贝客青年精品公寓 1室1厅,【整租】四川北路,4500,http://sh.58.com/pinpaigongyu/27269294878783x.shtml
【整租】惠南 兴东佳苑 2室1厅,兴东佳苑,2600,http://sh.58.com/pinpaigongyu/26863089905740x.shtml
【整租】吴泾 其灵公寓 1室0厅,【整租】吴泾,2342,http://sh.58.com/pinpaigongyu/27119588990770x.shtml
【整租】惠南 	德盈佳苑 3室1厅,德盈佳苑,3000,http://sh.58.com/pinpaigongyu/27018737643063x.shtml
【整租】惠南 	德盈佳苑 3室1厅,德盈佳苑,3000,http://sh.58.com/pinpaigongyu/27018737643063x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2400,http://sh.58.com/pinpaigongyu/27225128114495x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2300,http://sh.58.com/pinpaigongyu/27059117023180x.shtml
【整租】菊园新区 汇丰荷苑 3室1厅,汇丰荷苑,3900,http://sh.58.com/pinpaigongyu/26796264952271x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2360,http://sh.58.com/pinpaigongyu/27214183133903x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2200,http://sh.58.com/pinpaigongyu/27269229785772x.shtml
【整租】罗店 宝欣苑二村 2室1厅,宝欣苑二村,2500,http://sh.58.com/pinpaigongyu/27016911831622x.shtml
【整租】延长路 未来域壹级公寓 1室0厅,【整租】延长路,5000,http://sh.58.com/pinpaigongyu/27136803144495x.shtml
【整租】四川北路 贝客青年精品公寓 1室1厅,【整租】四川北路,4000,http://sh.58.com/pinpaigongyu/27116466023218x.shtml
【整租】惠南 惠益绿苑北苑 3室1厅,惠益绿苑北苑,3000,http://sh.58.com/pinpaigongyu/27081027323959x.shtml
【整租】七宝 闵行 七宝体育 1室1厅,闵行,3900,http://sh.58.com/pinpaigongyu/27259807349056x.shtml
【整租】菊园新区 柳湖景庭 3室1厅,柳湖景庭,3700,http://sh.58.com/pinpaigongyu/26662701040436x.shtml
【整租】黄浦周边 筑福国际大厦 1室0厅,筑福国际大厦,2400,http://sh.58.com/pinpaigongyu/26995976068794x.shtml
【整租】金桥 高弘家苑 1室1厅,高弘家苑,1955,http://sh.58.com/pinpaigongyu/27253814830150x.shtml
【整租】浦江 浦江智汇园 1室1厅,浦江智汇园,1600,http://sh.58.com/pinpaigongyu/27262004453692x.shtml
【整租】罗南 佳翔苑 3室1厅,佳翔苑,2800,http://sh.58.com/pinpaigongyu/26467568484011x.shtml
【整租】南翔 泰翔嘉苑 2室1厅,泰翔嘉苑,3600,http://sh.58.com/pinpaigongyu/27160283930930x.shtml
【整租】惠南 听潮民乐苑零一坊 2室1厅,听潮民乐苑零一坊,2300,http://sh.58.com/pinpaigongyu/26467574860352x.shtml
【整租】川沙 运河小区 3室1厅,运河小区,4500,http://sh.58.com/pinpaigongyu/26697177545294x.shtml
【整租】罗店 佳翔苑 2室1厅,佳翔苑,2600,http://sh.58.com/pinpaigongyu/27115768105390x.shtml
【整租】罗店 金丰苑南区 2室1厅,金丰苑南区,2600,http://sh.58.com/pinpaigongyu/27050195383877x.shtml
【整租】罗店 金丰苑 3室1厅,金丰苑,3100,http://sh.58.com/pinpaigongyu/27026578035003x.shtml
【整租】七宝 七宝 闵行公园 1室0厅,七宝,3900,http://sh.58.com/pinpaigongyu/27270461610173x.shtml
【整租】金杨新村 微领地青年创客社 1室1厅,微领地青年创客社,2355,http://sh.58.com/pinpaigongyu/27253618937166x.shtml
【整租】七宝 魔方公寓 1室1厅,【整租】七宝,3500,http://sh.58.com/pinpaigongyu/27271704192434x.shtml
【整租】罗南 	宝欣苑一村 1室1厅,宝欣苑一村,2100,http://sh.58.com/pinpaigongyu/27258506851406x.shtml
【整租】人民广场 魔方公寓新村路店 1室1厅,【整租】人民广场,3800,http://sh.58.com/pinpaigongyu/27036865009465x.shtml
【整租】菊园新区 柳湖景庭 3室1厅,柳湖景庭,3500,http://sh.58.com/pinpaigongyu/26467558169414x.shtml
【整租】四川北路 贝客青年公寓 1室1厅,【整租】四川北路,4000,http://sh.58.com/pinpaigongyu/27116624596023x.shtml
【整租】罗南 	美安苑 1室1厅,美安苑,2100,http://sh.58.com/pinpaigongyu/27169714193194x.shtml
【整租】金桥 V领地青年创客社 1室1厅,V领地青年创客社,3055,http://sh.58.com/pinpaigongyu/27206433391694x.shtml
【整租】罗南 	佳翔苑 3室1厅,佳翔苑,3300,http://sh.58.com/pinpaigongyu/27128270597450x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2200,http://sh.58.com/pinpaigongyu/27170126744900x.shtml
【整租】罗店 美罗家园润苑 1室1厅,美罗家园润苑,2000,http://sh.58.com/pinpaigongyu/27173292062258x.shtml
【整租】虹桥路 城家公寓 1室0厅,【整租】虹桥路,3000,http://sh.58.com/pinpaigongyu/27205185899334x.shtml
【整租】金桥 金桥名都 1室1厅,金桥名都,3500,http://sh.58.com/pinpaigongyu/27264498995265x.shtml
【整租】金桥 v领地公寓 1室1厅,【整租】金桥,2000,http://sh.58.com/pinpaigongyu/27239545840181x.shtml
【整租】上海大学 丰宝苑 3室1厅,丰宝苑,5100,http://sh.58.com/pinpaigongyu/27084336705460x.shtml
【整租】张江 科苑路99号 1室1厅,科苑路99号,2976,http://sh.58.com/pinpaigongyu/27020488149321x.shtml
【整租】罗店 美罗家园润苑 3室1厅,美罗家园润苑,3300,http://sh.58.com/pinpaigongyu/27172750142787x.shtml
【整租】七宝 魔方公寓 1室1厅,【整租】七宝,3400,http://sh.58.com/pinpaigongyu/27271475071023x.shtml
【整租】四川北路 贝客青年精品公寓 1室1厅,【整租】四川北路,4000,http://sh.58.com/pinpaigongyu/27083756545068x.shtml
【整租】浦东 惠康苑 2室1厅,惠康苑,2300,http://sh.58.com/pinpaigongyu/26467583061036x.shtml
【整租】金桥 禹洲广场 1室1厅,禹洲广场,2300,http://sh.58.com/pinpaigongyu/27252940779198x.shtml
【整租】金桥 V领地青年创客社 1室1厅,V领地青年创客社,2350,http://sh.58.com/pinpaigongyu/27227658271546x.shtml
【整租】青浦新城 	青浦卓越商务广 2室1厅,青浦卓越商务广,2800,http://sh.58.com/pinpaigongyu/27192641535051x.shtml
【整租】共富新村 绿地海域笙晖 3室1厅,绿地海域笙晖,4500,http://sh.58.com/pinpaigongyu/26771742625605x.shtml
【整租】金桥 禹州三期一号 1室1厅,禹州三期一号,2300,http://sh.58.com/pinpaigongyu/27263359440170x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2400,http://sh.58.com/pinpaigongyu/27224876113459x.shtml
【整租】南翔 红翔小区 3室1厅,红翔小区,4500,http://sh.58.com/pinpaigongyu/26895889539408x.shtml
【整租】金桥 V领地青年创客社 1室1厅,V领地青年创客社,2455,http://sh.58.com/pinpaigongyu/27206356910014x.shtml
【整租】金桥 V领地青年公寓 1室1厅,【整租】金桥,2435,http://sh.58.com/pinpaigongyu/27246791017417x.shtml
【整租】罗店 宝欣苑二村 3室1厅,宝欣苑二村,3000,http://sh.58.com/pinpaigongyu/27115087475381x.shtml
【整租】外高桥 高行绿洲 1室1厅,高行绿洲,1700,http://sh.58.com/pinpaigongyu/27236497138104x.shtml
【整租】南翔 漪园新村121弄 3室1厅,漪园新村121弄,4800,http://sh.58.com/pinpaigongyu/26816361495339x.shtml
【整租】金桥 V领地青年创客社 1室1厅,V领地青年创客社,2535,http://sh.58.com/pinpaigongyu/27263498918086x.shtml
【整租】七宝 闵行 七宝 体育 1室1厅,闵行,3700,http://sh.58.com/pinpaigongyu/27260161081930x.shtml
【整租】四川北路 贝客青年精品公寓 1室1厅,【整租】四川北路,4000,http://sh.58.com/pinpaigongyu/27105868245705x.shtml
【整租】上海大学 聚丰景都 3室1厅,聚丰景都,5300,http://sh.58.com/pinpaigongyu/27237901805264x.shtml
【整租】顾村 盛宅一村 3室1厅,盛宅一村,4500,http://sh.58.com/pinpaigongyu/26719186304194x.shtml
【整租】顾村 盛宅一村 3室1厅,盛宅一村,4500,http://sh.58.com/pinpaigongyu/26719186304194x.shtml
【整租】嘉定新城 永盛公寓 7室1厅,【整租】嘉定新城,2651,http://sh.58.com/pinpaigongyu/27125786063913x.shtml
【整租】上海大学 丰宝苑 2室1厅,丰宝苑,3700,http://sh.58.com/pinpaigongyu/26771556348337x.shtml
【整租】罗店 宝欣苑二村 4室1厅,宝欣苑二村,4300,http://sh.58.com/pinpaigongyu/27103207050291x.shtml
【整租】上海大学 丰宝苑 2室1厅,丰宝苑,3800,http://sh.58.com/pinpaigongyu/26729629583926x.shtml
【整租】七宝 魔方公寓 1室1厅,【整租】七宝,3400,http://sh.58.com/pinpaigongyu/27269258837555x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2400,http://sh.58.com/pinpaigongyu/27219492141641x.shtml
【整租】嘉定城区 远香舫新苑 3室1厅,远香舫新苑,3700,http://sh.58.com/pinpaigongyu/26951083579978x.shtml
【整租】川沙 华邦佳苑 2室1厅,华邦佳苑,3600,http://sh.58.com/pinpaigongyu/26926958290246x.shtml
【整租】川沙 华川家园 4室1厅,华川家园,5400,http://sh.58.com/pinpaigongyu/27005495974960x.shtml
【整租】四川北路 贝客精品公寓 1室1厅,【整租】四川北路,4000,http://sh.58.com/pinpaigongyu/27127069768398x.shtml
【整租】南翔 翔瑞新苑（东区） 3室1厅,翔瑞新苑（东区）,4100,http://sh.58.com/pinpaigongyu/26475243262144x.shtml
【整租】罗南 金丰苑北区 2室1厅,金丰苑北区,2300,http://sh.58.com/pinpaigongyu/26467575713084x.shtml
【整租】动物园 凯虹大厦 1室1厅,凯虹大厦,4400,http://sh.58.com/pinpaigongyu/27028255690944x.shtml
【整租】菊园新区 	怡华家园 2室1厅,怡华家园,2900,http://sh.58.com/pinpaigongyu/27048934099141x.shtml
【整租】安亭 路劲上海派 3室1厅,路劲上海派,3700,http://sh.58.com/pinpaigongyu/26783773729975x.shtml
【整租】金桥 金豫路251号 1室1厅,金豫路251号,2000,http://sh.58.com/pinpaigongyu/27237026305084x.shtml
【整租】上海大学 丰宝苑 3室1厅,丰宝苑,5300,http://sh.58.com/pinpaigongyu/26795761461565x.shtml
【整租】嘉定城区 清水颐园 3室1厅,清水颐园,3500,http://sh.58.com/pinpaigongyu/26587615573936x.shtml
【整租】上海大学 美平苑 3室1厅,美平苑,2600,http://sh.58.com/pinpaigongyu/26467548383558x.shtml
【整租】南翔 金沙湾绿地和苑 3室1厅,金沙湾绿地和苑,4500,http://sh.58.com/pinpaigongyu/26926607336621x.shtml
【整租】四川北路 贝客青年公寓 1室1厅,【整租】四川北路,4000,http://sh.58.com/pinpaigongyu/27169499461303x.shtml
【整租】浦江 魔方公寓 1室1厅,【整租】浦江,2200,http://sh.58.com/pinpaigongyu/27005573394499x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2350,http://sh.58.com/pinpaigongyu/27203014692393x.shtml
【整租】金桥 金豫路450号 1室1厅,金豫路450号,2600,http://sh.58.com/pinpaigongyu/27238052484417x.shtml
【整租】上海大学 聚丰景都 2室1厅,聚丰景都,3600,http://sh.58.com/pinpaigongyu/26860408371254x.shtml
【整租】马陆 金沙湾绿地和苑 3室1厅,金沙湾绿地和苑,4500,http://sh.58.com/pinpaigongyu/27180944949449x.shtml
【整租】豫园 共和园 1室1厅,共和园,2800,http://sh.58.com/pinpaigongyu/27214885109818x.shtml
【整租】七宝 魔方公寓 1室1厅,【整租】七宝,3500,http://sh.58.com/pinpaigongyu/27271683904457x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2200,http://sh.58.com/pinpaigongyu/27193931633071x.shtml
【整租】金桥 V领地青年创客社 1室1厅,V领地青年创客社,2435,http://sh.58.com/pinpaigongyu/27253707302480x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2500,http://sh.58.com/pinpaigongyu/27203950000566x.shtml
【整租】吴泾 其灵公寓 1室0厅,【整租】吴泾,2416,http://sh.58.com/pinpaigongyu/27119604574021x.shtml
【整租】金桥 禹洲蓝爵 1室1厅,禹洲蓝爵,2300,http://sh.58.com/pinpaigongyu/27247581988924x.shtml
【整租】金桥 金桥佳苑 1室1厅,金桥佳苑,3500,http://sh.58.com/pinpaigongyu/27264864526134x.shtml
【整租】四川北路 贝客青年公寓 1室1厅,【整租】四川北路,4000,http://sh.58.com/pinpaigongyu/27158856571970x.shtml
【整租】奉贤周边 南桥新城 3室1厅,南桥新城,3400,http://sh.58.com/pinpaigongyu/27269659403955x.shtml
【整租】嘉定城区 	远香舫庭苑 3室1厅,远香舫庭苑,4000,http://sh.58.com/pinpaigongyu/26772076070189x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2100,http://sh.58.com/pinpaigongyu/27269291043252x.shtml
【整租】宝山路 复地新都国际 1室0厅,复地新都国际,3580,http://sh.58.com/pinpaigongyu/27240559693378x.shtml
【整租】张江 万科泊寓国创店 1室1厅,万科泊寓国创店,5500,http://sh.58.com/pinpaigongyu/26930151670348x.shtml
【整租】金桥 V领地青年创客社 1室1厅,V领地青年创客社,2500,http://sh.58.com/pinpaigongyu/27259708601668x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2300,http://sh.58.com/pinpaigongyu/27240221253706x.shtml
【整租】罗店 金丰苑南区 3室1厅,金丰苑南区,3000,http://sh.58.com/pinpaigongyu/27029134345397x.shtml
【整租】金桥 v领地青年公寓 1室1厅,【整租】金桥,2400,http://sh.58.com/pinpaigongyu/27205210194505x.shtml
【整租】南京西路 筑福国际大厦 1室0厅,筑福国际大厦,2600,http://sh.58.com/pinpaigongyu/27018587936303x.shtml
【整租】月浦 月泉湾小区 3室1厅,月泉湾小区,3400,http://sh.58.com/pinpaigongyu/27106827593165x.shtml
【整租】金桥 永业小区 1室1厅,永业小区,2300,http://sh.58.com/pinpaigongyu/27236377028148x.shtml
【整租】四川北路 贝客青年公寓 1室1厅,【整租】四川北路,4000,http://sh.58.com/pinpaigongyu/27235728296639x.shtml
【整租】七莘路 【魔方公寓】邻1 1室1厅,【整租】七莘路,3900,http://sh.58.com/pinpaigongyu/27205178670920x.shtml
【整租】月浦 中冶尚园 2室1厅,中冶尚园,3400,http://sh.58.com/pinpaigongyu/27037748557264x.shtml
【整租】吴泾 其灵公寓 1室0厅,【整租】吴泾,2416,http://sh.58.com/pinpaigongyu/27119605835714x.shtml
【整租】罗店 美罗家园润苑 2室1厅,美罗家园润苑,2600,http://sh.58.com/pinpaigongyu/27172816497836x.shtml
【整租】浦江 魔方公寓 1室1厅,【整租】浦江,2300,http://sh.58.com/pinpaigongyu/27008208266422x.shtml
【整租】漕宝路 【魔方公寓】闵行 1室1厅,【整租】漕宝路,3400,http://sh.58.com/pinpaigongyu/27038167638717x.shtml
【整租】金桥 方正大厦 1室1厅,方正大厦,2200,http://sh.58.com/pinpaigongyu/27262028152269x.shtml
【整租】罗南 美安苑 3室1厅,美安苑,3000,http://sh.58.com/pinpaigongyu/26940011209415x.shtml
【整租】金桥 金桥花苑 1室1厅,金桥花苑,3400,http://sh.58.com/pinpaigongyu/27264669315145x.shtml
【整租】罗南 	佳境苑 3室1厅,佳境苑,3000,http://sh.58.com/pinpaigongyu/27160021820074x.shtml
【整租】四川北路 贝客精品公寓 1室1厅,【整租】四川北路,4000,http://sh.58.com/pinpaigongyu/27127116414661x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2500,http://sh.58.com/pinpaigongyu/27227144585514x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2400,http://sh.58.com/pinpaigongyu/27250580004533x.shtml
【整租】金桥 金名公寓 1室1厅,【整租】金桥,2655,http://sh.58.com/pinpaigongyu/27225772720689x.shtml
【整租】金桥 V领地创客社区 1室0厅,V领地创客社区,2280,http://sh.58.com/pinpaigongyu/27205161263949x.shtml
【整租】罗店 佳翔苑 2室1厅,佳翔苑,2600,http://sh.58.com/pinpaigongyu/27192275084203x.shtml
【整租】静安寺 魔方公寓新村路店 1室1厅,【整租】静安寺,3700,http://sh.58.com/pinpaigongyu/27050193918128x.shtml
【整租】康建 康惠苑 1室0厅,康惠苑,950,http://sh.58.com/pinpaigongyu/27253913885354x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2400,http://sh.58.com/pinpaigongyu/27236032877114x.shtml
【整租】金桥 V领地青年公寓 1室1厅,【整租】金桥,2750,http://sh.58.com/pinpaigongyu/27205252731850x.shtml
【整租】刘行 美安苑 3室1厅,美安苑,2600,http://sh.58.com/pinpaigongyu/26507901320878x.shtml
【整租】漕河泾 【魔方公寓】上海 1室0厅,【整租】漕河泾,6180,http://sh.58.com/pinpaigongyu/27070831050687x.shtml
【整租】张江 科苑路99号 1室1厅,科苑路99号,2888,http://sh.58.com/pinpaigongyu/26995217064893x.shtml
【整租】四川北路 贝客精品公寓 1室1厅,【整租】四川北路,4000,http://sh.58.com/pinpaigongyu/27104118984512x.shtml
【整租】罗店 美罗家园润苑 3室1厅,美罗家园润苑,3200,http://sh.58.com/pinpaigongyu/27181088416968x.shtml
【整租】北桥区快 【整租】闵行体育 1室1厅,【整租】闵行体育,3400,http://sh.58.com/pinpaigongyu/27037754848431x.shtml
【整租】嘉定新城 永盛公寓 8室1厅,【整租】嘉定新城,2701,http://sh.58.com/pinpaigongyu/27125764497218x.shtml
【整租】惠南 听潮民乐苑零一坊 3室1厅,听潮民乐苑零一坊,2600,http://sh.58.com/pinpaigongyu/26467581049671x.shtml
【整租】碧云 金豫路450号 1室1厅,金豫路450号,2270,http://sh.58.com/pinpaigongyu/27205146039246x.shtml
【整租】上海交大 【魔方公寓】上海 1室0厅,【整租】上海交大,5871,http://sh.58.com/pinpaigongyu/27150918233804x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2300,http://sh.58.com/pinpaigongyu/27081879092551x.shtml
【整租】罗南 	宝欣苑一村 2室1厅,宝欣苑一村,2600,http://sh.58.com/pinpaigongyu/27258543609552x.shtml
【整租】漕河泾 凯虹大厦 1室1厅,凯虹大厦,3600,http://sh.58.com/pinpaigongyu/26993772980524x.shtml
【整租】南翔 	翔瑞新苑 2室1厅,翔瑞新苑,3700,http://sh.58.com/pinpaigongyu/26951046106558x.shtml
【整租】张江 万科泊寓国创店· 1室1厅,万科泊寓国创店·,3300,http://sh.58.com/pinpaigongyu/26971008644270x.shtml
【整租】七莘路 【魔方公寓】邻1 1室1厅,【整租】七莘路,3400,http://sh.58.com/pinpaigongyu/27191964911789x.shtml
【整租】罗店 宝欣苑二村 2室1厅,宝欣苑二村,2600,http://sh.58.com/pinpaigongyu/27180737991868x.shtml
【整租】延长路 未来域 1室0厅,未来域,4740,http://sh.58.com/pinpaigongyu/27260715191852x.shtml
【整租】田林 未来域壹极公寓 1室1厅,【整租】田林,4390,http://sh.58.com/pinpaigongyu/27237394666056x.shtml
【整租】动物园 城家公寓 1室0厅,【整租】动物园,3000,http://sh.58.com/pinpaigongyu/27217663346882x.shtml
【整租】七宝 魔方公寓 1室1厅,【整租】七宝,3400,http://sh.58.com/pinpaigongyu/27269964802870x.shtml
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2100,http://sh.58.com/pinpaigongyu/27251178151754x.shtml
【整租】外高桥 V领地青年创客社 1室1厅,V领地青年创客社,1700,http://sh.58.com/pinpaigongyu/27206474923592x.shtml
【整租】罗南 宝欣苑一村 3室1厅,宝欣苑一村,3300,http://sh.58.com/pinpaigongyu/27258570001454x.shtml
【整租】金桥 禹州国际 1室1厅,禹州国际,2355,http://sh.58.com/pinpaigongyu/27259761010489x.shtml
【整租】吴泾 其灵公寓 2室1厅,【整租】吴泾,3247,http://sh.58.com/pinpaigongyu/27224939894204x.shtml
【整租】金桥 碧海现代苑 1室1厅,碧海现代苑,2300,http://sh.58.com/pinpaigongyu/27236311014590x.shtml
【整租】张江 科苑路99号 1室1厅,科苑路99号,2800,http://sh.58.com/pinpaigongyu/27036892544177x.shtml
【整租】四川北路 贝客精品公寓 1室1厅,【整租】四川北路,4000,http://sh.58.com/pinpaigongyu/27127088113456x.shtml
【整租】惠南 富成公寓 4室1厅,【整租】惠南,3500,http://sh.58.com/pinpaigongyu/26807295093318x.shtml
【整租】马陆 金沙湾绿地和苑 3室1厅,金沙湾绿地和苑,4500,http://sh.58.com/pinpaigongyu/26816152406849x.shtml
【整租】上海大学 	聚丰景都 2室1厅,聚丰景都,3900,http://sh.58.com/pinpaigongyu/26996477378237x.shtml
