806,【整租】外高桥 高行绿洲 1室1厅,高行绿洲,1950,http://sh.58.com/pinpaigongyu/27252324102706x.shtml
857,【整租】江川路 闵行青年汇 1室0厅,闵行青年汇,1758,http://sh.58.com/pinpaigongyu/27170838646065x.shtml
886,【整租】金桥 v领地青年社区 1室1厅,【整租】金桥,1955,http://sh.58.com/pinpaigongyu/27236144653134x.shtml
899,【整租】嘉定新城 永盛公寓 7室1厅,【整租】嘉定新城,1950,http://sh.58.com/pinpaigongyu/27224887778120x.shtml
902,【整租】嘉定新城 永盛公寓 7室1厅,【整租】嘉定新城,1950,http://sh.58.com/pinpaigongyu/27224887778120x.shtml
953,【整租】外高桥 中冶尚城 1室1厅,中冶尚城,1900,http://sh.58.com/pinpaigongyu/27239399443883x.shtml
961,【整租】外高桥 中冶尚城 1室1厅,中冶尚城,1900,http://sh.58.com/pinpaigongyu/27239399443883x.shtml
977,【整租】浦江 v领地青年公寓 1室1厅,【整租】浦江,1550,http://sh.58.com/pinpaigongyu/27250647283020x.shtml
980,【整租】浦江 v领地青年公寓 1室1厅,【整租】浦江,1550,http://sh.58.com/pinpaigongyu/27250647283020x.shtml
1001,【整租】金桥 v领地 1室1厅,v领地,1955,http://sh.58.com/pinpaigongyu/27205489272896x.shtml
1028,【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,1800,http://sh.58.com/pinpaigongyu/27236447767861x.shtml
1029,【整租】外高桥 外高桥 1室1厅,外高桥,1900,http://sh.58.com/pinpaigongyu/27214169754314x.shtml
1043,【整租】嘉定新城 永盛公寓 7室1厅,【整租】嘉定新城,1950,http://sh.58.com/pinpaigongyu/27224888341326x.shtml
1045,【整租】周浦 海棠名苑 3室1厅,海棠名苑,1300,http://sh.58.com/pinpaigongyu/26862240886591x.shtml
1067,【整租】菊园新区 绿洲丰怡园 1室1厅,绿洲丰怡园,1300,http://sh.58.com/pinpaigongyu/26484354660653x.shtml
1118,【整租】外高桥 中冶尚城 1室1厅,中冶尚城,1900,http://sh.58.com/pinpaigongyu/27253686762316x.shtml
1133,【整租】江川路 闵行青年汇 1室0厅,闵行青年汇,1598,http://sh.58.com/pinpaigongyu/27170344754743x.shtml
1138,【整租】外高桥 富特三村 1室1厅,富特三村,1955,http://sh.58.com/pinpaigongyu/27253728396081x.shtml
1144,【整租】外高桥 富特三村 1室1厅,富特三村,1955,http://sh.58.com/pinpaigongyu/27253728396081x.shtml
1152,【整租】吴泾 其灵公寓 1室0厅,【整租】吴泾,1800,http://sh.58.com/pinpaigongyu/27119630850512x.shtml
1187,【整租】康建 康惠苑 1室0厅,康惠苑,900,http://sh.58.com/pinpaigongyu/27253924186931x.shtml
1198,【整租】金桥 金桥一景 1室1厅,金桥一景,1999,http://sh.58.com/pinpaigongyu/27237053178540x.shtml
1202,【整租】外高桥 高行绿洲一期 1室1厅,高行绿洲一期,1700,http://sh.58.com/pinpaigongyu/27236545612841x.shtml
1203,【整租】外高桥 外高桥 1室1厅,外高桥,1800,http://sh.58.com/pinpaigongyu/27206964591948x.shtml
1204,【整租】浦江 浦江世博家园十一 1室0厅,浦江世博家园十一,1300,http://sh.58.com/pinpaigongyu/27269817503558x.shtml
1309,【整租】金桥 高弘家苑 1室1厅,高弘家苑,1955,http://sh.58.com/pinpaigongyu/27253828014137x.shtml
1317,【整租】唐镇 幸福里 1室1厅,幸福里,1935,http://sh.58.com/pinpaigongyu/26883911684158x.shtml
1320,【整租】唐镇 幸福里 1室1厅,幸福里,1935,http://sh.58.com/pinpaigongyu/26883911684158x.shtml
1327,【整租】外高桥 中冶尚城 1室1厅,中冶尚城,1800,http://sh.58.com/pinpaigongyu/27206992143668x.shtml
1453,【整租】惠南 听潮民乐苑零一坊 3室1厅,听潮民乐苑零一坊,1000,http://sh.58.com/pinpaigongyu/26467548747075x.shtml
1476,【整租】惠南 听潮民乐苑零一坊 3室1厅,听潮民乐苑零一坊,1000,http://sh.58.com/pinpaigongyu/26467548747075x.shtml
1518,【整租】外高桥 幸福小镇 1室1厅,幸福小镇,1800,http://sh.58.com/pinpaigongyu/27239582995905x.shtml
1535,【整租】外高桥 幸福小镇 1室1厅,幸福小镇,1800,http://sh.58.com/pinpaigongyu/27239582995905x.shtml
1565,【整租】外高桥 外高桥商务大厦 1室1厅,外高桥商务大厦,1855,http://sh.58.com/pinpaigongyu/27236093082820x.shtml
1584,【整租】外高桥 外高桥商务大厦 1室1厅,外高桥商务大厦,1855,http://sh.58.com/pinpaigongyu/27236093082820x.shtml
1621,【整租】金桥 东力新村 4室2厅,东力新村,1550,http://sh.58.com/pinpaigongyu/27127728786637x.shtml
1660,【整租】高行 微领地青年创客社 1室1厅,微领地青年创客社,1950,http://sh.58.com/pinpaigongyu/27236928876337x.shtml
1665,【整租】外高桥 新城碧翠 1室1厅,新城碧翠,1955,http://sh.58.com/pinpaigongyu/27253744935860x.shtml
1681,【整租】外高桥 高行绿洲 1室1厅,高行绿洲,1700,http://sh.58.com/pinpaigongyu/27236623920841x.shtml
1686,【整租】高行 微领地青年创客社 1室1厅,微领地青年创客社,1950,http://sh.58.com/pinpaigongyu/27236928876337x.shtml
1691,【整租】外高桥 新城碧翠 1室1厅,新城碧翠,1955,http://sh.58.com/pinpaigongyu/27253744935860x.shtml
1744,【整租】金桥 金豫路251弄 1室1厅,金豫路251弄,1955,http://sh.58.com/pinpaigongyu/27226033832500x.shtml
1747,【整租】江川路 闵行青年汇公寓 1室0厅,【整租】江川路,1698,http://sh.58.com/pinpaigongyu/27170807671724x.shtml
1766,【整租】上海大学 	聚丰景都 3室1厅,聚丰景都,1600,http://sh.58.com/pinpaigongyu/26774554609214x.shtml
1778,【整租】浦江 上海V领地青年公 1室1厅,上海V领地青年公,1650,http://sh.58.com/pinpaigongyu/27262045685161x.shtml
1833,【整租】青浦新城 民乐佳苑一区 3室1厅,民乐佳苑一区,1200,http://sh.58.com/pinpaigongyu/26793750402617x.shtml
1863,【整租】外高桥 衡安路1030弄 1室1厅,衡安路1030弄,1500,http://sh.58.com/pinpaigongyu/27205145210665x.shtml
1869,【整租】高行 V领地 1室1厅,V领地,1900,http://sh.58.com/pinpaigongyu/27263584016844x.shtml
1881,【整租】青浦新城 民乐佳苑一区 3室1厅,民乐佳苑一区,1200,http://sh.58.com/pinpaigongyu/26793750402617x.shtml
1899,【整租】外高桥 衡安路1030弄 1室1厅,衡安路1030弄,1500,http://sh.58.com/pinpaigongyu/27205145210665x.shtml
1905,【整租】高行 V领地 1室1厅,V领地,1900,http://sh.58.com/pinpaigongyu/27263584016844x.shtml
1931,【整租】江川路 闵行青年汇 1室0厅,闵行青年汇,1598,http://sh.58.com/pinpaigongyu/27170870634311x.shtml
1993,【整租】外高桥 V领地青年创客社 1室1厅,V领地青年创客社,1650,http://sh.58.com/pinpaigongyu/27205335341610x.shtml
2077,【整租】菊园新区 泰宸雅苑 1室1厅,泰宸雅苑,1500,http://sh.58.com/pinpaigongyu/26719578063920x.shtml
2082,【整租】菊园新区 泰宸雅苑 1室1厅,泰宸雅苑,1500,http://sh.58.com/pinpaigongyu/26719578063920x.shtml
2110,【整租】嘉定城区 中星海兰苑 3室1厅,中星海兰苑,1100,http://sh.58.com/pinpaigongyu/26517862598954x.shtml
2154,【整租】外高桥 中冶尚城 1室1厅,中冶尚城,1955,http://sh.58.com/pinpaigongyu/27253649446349x.shtml
2190,【整租】外高桥 中冶尚城 1室1厅,中冶尚城,1955,http://sh.58.com/pinpaigongyu/27253649446349x.shtml
2201,【整租】安亭 苏豪国际广场 1室1厅,苏豪国际广场,1600,http://sh.58.com/pinpaigongyu/26467551358506x.shtml
2295,【整租】浦江 浦江V领地青年创 1室1厅,浦江V领地青年创,1700,http://sh.58.com/pinpaigongyu/27269656207401x.shtml
2303,【整租】月浦 	新月鸿锦苑 3室1厅,新月鸿锦苑,900,http://sh.58.com/pinpaigongyu/26773579493828x.shtml
2330,【整租】外高桥 中冶尚城 1室1厅,中冶尚城,1955,http://sh.58.com/pinpaigongyu/27253634000592x.shtml
2336,【整租】外高桥 富特三村 1室1厅,富特三村,1900,http://sh.58.com/pinpaigongyu/27253839168299x.shtml
2353,【整租】浦江 浦江人才公寓 1室1厅,【整租】浦江,1700,http://sh.58.com/pinpaigongyu/27269669761597x.shtml
2378,【整租】外高桥 中冶尚城 1室1厅,中冶尚城,1955,http://sh.58.com/pinpaigongyu/27253634000592x.shtml
2384,【整租】外高桥 富特三村 1室1厅,富特三村,1900,http://sh.58.com/pinpaigongyu/27253839168299x.shtml
2419,【整租】外高桥 微领地青年创客社 1室1厅,微领地青年创客社,1950,http://sh.58.com/pinpaigongyu/27236765430479x.shtml
2432,【整租】外高桥 微领地青年创客社 1室1厅,微领地青年创客社,1950,http://sh.58.com/pinpaigongyu/27236765430479x.shtml
2438,【整租】锦秋花园 丰宝苑 1室1厅,丰宝苑,1600,http://sh.58.com/pinpaigongyu/26860230695758x.shtml
2450,【整租】外高桥 微领地青年创客社 1室1厅,微领地青年创客社,1950,http://sh.58.com/pinpaigongyu/27236765430479x.shtml
2456,【整租】锦秋花园 丰宝苑 1室1厅,丰宝苑,1600,http://sh.58.com/pinpaigongyu/26860230695758x.shtml
2465,【整租】浦江 景舒苑一村 3室1厅,景舒苑一村,1300,http://sh.58.com/pinpaigongyu/26851309721296x.shtml
2481,【整租】浦江 	滨浦五村 3室1厅,滨浦五村,1500,http://sh.58.com/pinpaigongyu/26786219043253x.shtml
2498,【整租】惠南 惠康苑 1室1厅,惠康苑,1800,http://sh.58.com/pinpaigongyu/27238460902592x.shtml
2514,【整租】青浦新城 	新青浦花苑 3室1厅,新青浦花苑,1200,http://sh.58.com/pinpaigongyu/26796284346819x.shtml
2538,【整租】高桥 森兰名佳 1室1厅,森兰名佳,1900,http://sh.58.com/pinpaigongyu/27247364044093x.shtml
2539,【整租】金桥 高海家苑 1室1厅,高海家苑,1900,http://sh.58.com/pinpaigongyu/27254088936905x.shtml
2557,【整租】高桥 森兰名佳 1室1厅,森兰名佳,1900,http://sh.58.com/pinpaigongyu/27247364044093x.shtml
2558,【整租】金桥 高海家苑 1室1厅,高海家苑,1900,http://sh.58.com/pinpaigongyu/27254088936905x.shtml
2570,【整租】杨行 丽景翠庭 1室1厅,丽景翠庭,1600,http://sh.58.com/pinpaigongyu/26719580776883x.shtml
2603,【整租】杨行 丽景翠庭 1室1厅,丽景翠庭,1600,http://sh.58.com/pinpaigongyu/26719580776883x.shtml
2759,【整租】嘉定新城 永盛公寓 7室1厅,【整租】嘉定新城,1951,http://sh.58.com/pinpaigongyu/27216472467503x.shtml
2828,【整租】高行 V领地青年创客社 1室1厅,V领地青年创客社,1999,http://sh.58.com/pinpaigongyu/27247356492620x.shtml
2951,【整租】高行 高行家园 1室1厅,高行家园,1999,http://sh.58.com/pinpaigongyu/27248566443577x.shtml
2953,【整租】高行 高行家苑 1室1厅,高行家苑,1800,http://sh.58.com/pinpaigongyu/27214273778107x.shtml
2968,【整租】外高桥 V领地青年公寓 1室1厅,【整租】外高桥,1600,http://sh.58.com/pinpaigongyu/27215657304504x.shtml
2982,【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,1800,http://sh.58.com/pinpaigongyu/27192767504826x.shtml
2983,【整租】川沙 华川家园 3室1厅,华川家园,1200,http://sh.58.com/pinpaigongyu/26852132389061x.shtml
3003,【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,1800,http://sh.58.com/pinpaigongyu/27192767504826x.shtml
3004,【整租】川沙 华川家园 3室1厅,华川家园,1200,http://sh.58.com/pinpaigongyu/26852132389061x.shtml
3079,【整租】浦江 一品漫城 1室1厅,一品漫城,1600,http://sh.58.com/pinpaigongyu/27269940315076x.shtml
3089,【整租】金桥 高弘家苑 1室1厅,高弘家苑,1955,http://sh.58.com/pinpaigongyu/27253709104554x.shtml
3289,【整租】上海大学 丰宝苑 1室1厅,丰宝苑,1600,http://sh.58.com/pinpaigongyu/26860207307984x.shtml
3295,【整租】外高桥 微领地青年创客社 1室1厅,微领地青年创客社,1950,http://sh.58.com/pinpaigongyu/27236741548339x.shtml
3296,【整租】外高桥 V领地青年创客社 1室1厅,V领地青年创客社,1800,http://sh.58.com/pinpaigongyu/27206557078094x.shtml
3315,【整租】安亭 	天工国际大厦 1室0厅,天工国际大厦,1600,http://sh.58.com/pinpaigongyu/27084080199212x.shtml
3326,【整租】安亭 	天工国际大厦 1室0厅,天工国际大厦,1600,http://sh.58.com/pinpaigongyu/27084080199212x.shtml
3351,【整租】老闵行 闵行青年汇 1室0厅,闵行青年汇,1568,http://sh.58.com/pinpaigongyu/27170380089167x.shtml
3363,【整租】江川路 闵行青年汇公寓 1室0厅,【整租】江川路,1458,http://sh.58.com/pinpaigongyu/27170803228346x.shtml
3494,【整租】南翔 永翔佳苑 1室1厅,永翔佳苑,1500,http://sh.58.com/pinpaigongyu/26484232446283x.shtml
